treated_club,treated_season,treated_tier,treated_ps,control_club,control_season,control_ps,ps_dist
311,2019/2020,2,0.42820667550269315,91,2023/2024,0.43320105821897653,0.020368956655764936
311,2020/2021,2,0.14580577468266762,308,2023/2024,0.14588122944561022,0.0006057063600792834
311,2020/2021,2,0.14580577468266762,371,2024/2025,0.14561002502968629,0.0015725757267504026
311,2021/2022,2,0.6351555603738769,121,2019/2020,0.6340432667501978,0.0047967909724940805
311,2022/2023,2,0.2313117644259004,311,2023/2024,0.23099576668216334,0.0017780483674856296
311,2024/2025,2,0.26046148939473845,56,2022/2023,0.260687380460757,0.0011723918999306804
304,2020/2021,2,0.3397598126810868,461,2024/2025,0.3402521412291271,0.00219395907388209
304,2020/2021,2,0.3397598126810868,313,2024/2025,0.3406207162451014,0.0038354301621021936
304,2023/2024,2,0.24754310878317765,346,2021/2022,0.24457044909162895,0.016024162483278204
304,2024/2025,2,0.43615222043998036,4,2023/2024,0.43471486309926705,0.0058469330804653
202,2019/2020,3,0.6060138793824704,73,2019/2020,0.6139176358696083,0.03322284302323858
202,2023/2024,3,0.37096894813740167,104,2021/2022,0.3683314681104318,0.011319259228195766
202,2023/2024,3,0.37096894813740167,492,2024/2025,0.38092478040897876,0.04243740679364222
202,2023/2024,3,0.37096894813740167,402,2023/2024,0.38556761524591054,0.06207994495983621
312,2020/2021,2,0.44398110801158625,62,2019/2020,0.4398833029363925,0.01661541841769984
312,2023/2024,2,0.5243440351440078,6,2024/2025,0.5269555410894009,0.010473610672315808
99,2019/2020,3,0.5492702425130102,165,2019/2020,0.5402136072435312,0.03652000055634713
99,2019/2020,3,0.5492702425130102,104,2019/2020,0.5279647714460949,0.08574667158367738
59,2020/2021,2,0.23240415681003684,371,2021/2022,0.23404143273123013,0.009155521606451833
59,2023/2024,2,0.4399652842813216,454,2022/2023,0.4223949936876525,0.07164642494483814
100,2020/2021,3,0.3662645788499474,170,2024/2025,0.3509224420865253,0.0667113916463764
97,2022/2023,3,0.4916104413468579,452,2022/2023,0.5031236590795125,0.046056183286718184
97,2022/2023,3,0.4916104413468579,294,2022/2023,0.5051997469722034,0.054361122142769794
106,2021/2022,3,0.5468666817213702,287,2024/2025,0.5248770674170321,0.08842816142304366
222,2024/2025,1,0.05245975125976166,138,2020/2021,0.05262541603439204,0.0033278166553336597
222,2024/2025,1,0.05245975125976166,21,2021/2022,0.051599603117215745,0.01743960970494829
125,2023/2024,2,0.12563713287907197,325,2023/2024,0.12595150997601937,0.002858751710036911
125,2024/2025,2,0.11803231210404494,315,2020/2021,0.11770705124365805,0.003128219296505197
125,2024/2025,2,0.11803231210404494,11,2024/2025,0.11744092642342914,0.005693270219170543
255,2020/2021,2,0.3257885811480365,258,2019/2020,0.32569210332711,0.0004392671879467347
88,2023/2024,2,0.4712647646122591,312,2019/2020,0.4751555229806662,0.015607920116569154
73,2023/2024,3,0.2681547934621223,73,2024/2025,0.26759620036565546,0.002848247683277849
307,2019/2020,2,0.33158839966210274,257,2024/2025,0.3314454946760072,0.0006448389330607762
307,2019/2020,2,0.33158839966210274,126,2019/2020,0.33128798507277685,0.0013557416144404089
307,2020/2021,2,0.5275716670783245,426,2024/2025,0.5272636410768611,0.0012358200449474332
307,2020/2021,2,0.5275716670783245,310,2021/2022,0.5374249864201917,0.039581795935886455
307,2020/2021,2,0.5275716670783245,57,2023/2024,0.5169871126288226,0.0424240470055436
307,2022/2023,2,0.27505047435715263,261,2024/2025,0.2766953339066406,0.008233907016197417
210,2020/2021,3,0.11039151184817687,439,2024/2025,0.10933535875640046,0.010799907641847906
210,2022/2023,3,0.4336735640204796,177,2021/2022,0.4317117617445976,0.007992044835091139
363,2021/2022,3,0.379033006941639,395,2021/2022,0.38628458684603884,0.030697683608925774
16,2022/2023,2,0.13770064181105016,124,2022/2023,0.13802581183161255,0.0027358108251740454
231,2021/2022,1,0.42064831469801983,230,2022/2023,0.4229776320755574,0.009550833556674743
203,2022/2023,3,0.5085667346759623,444,2022/2023,0.510719956055377,0.008616103831961597
328,2021/2022,2,0.5697062954469047,84,2024/2025,0.5658957323547962,0.015527857991489036
189,2022/2023,1,0.28942628236694273,274,2023/2024,0.2905105539569069,0.005266354578898014
245,2019/2020,1,0.3639594548690314,24,2020/2021,0.36327825156257604,0.0029438328365014588
245,2020/2021,1,0.27388696245745453,152,2019/2020,0.27409567362052706,0.0010492212513139032
245,2020/2021,1,0.27388696245745453,50,2023/2024,0.2735344455788197,0.0017732849837338582
245,2021/2022,1,0.3723277709020693,409,2021/2022,0.373102817996326,0.003315021105185667
245,2021/2022,1,0.3723277709020693,190,2020/2021,0.3712612711255684,0.004566214292440196
245,2024/2025,1,0.286708562887962,335,2020/2021,0.2867728978918133,0.00031456508803284766
256,2020/2021,2,0.22016759636371677,301,2022/2023,0.22028248893333088,0.0006690459776843571
287,2022/2023,3,0.43981969047609787,364,2020/2021,0.4443034409199165,0.01817923090936871
287,2023/2024,3,0.24475213410193403,71,2022/2023,0.24456846112810224,0.000993892608861735
190,2022/2023,1,0.19273083118913853,232,2019/2020,0.192641348180606,0.0005752382872366013
89,2023/2024,2,0.4538051721700984,112,2021/2022,0.46236069438859695,0.03446518045595284
288,2023/2024,3,0.2466682361100019,103,2022/2023,0.24818944666371265,0.008169444067824827
182,2019/2020,1,0.4020087219876518,130,2020/2021,0.4015517984622388,0.0019010529781179897
182,2024/2025,1,0.13115550259901365,236,2024/2025,0.1311654820574099,8.757181946439374e-05
188,2023/2024,1,0.08118122237657535,145,2024/2025,0.08121765319698435,0.0004883089492033754
188,2023/2024,1,0.08118122237657535,50,2019/2020,0.08146375860795246,0.003781819482211901
332,2023/2024,1,0.20517200411079722,159,2021/2022,0.2029556923764329,0.01364551708818329
332,2024/2025,1,0.3926120228313843,197,2021/2022,0.39210574286647404,0.0021235385268215112
293,2019/2020,3,0.29273124168348813,464,2024/2025,0.2937668024843904,0.004996581247329934
286,2020/2021,3,0.267046147954786,287,2020/2021,0.2667007765404993,0.0017652332738569143
127,2020/2021,1,0.2752785075660899,388,2023/2024,0.27513701814140723,0.0007093323627229697
127,2021/2022,1,0.3950924535218187,278,2023/2024,0.3949573922031476,0.0005651568659189032
204,2022/2023,3,0.2394604542440237,403,2021/2022,0.24267887247119152,0.01759150746744087
289,2021/2022,3,0.19613670632447222,206,2024/2025,0.19552307217259618,0.0038965738040686038
289,2024/2025,3,0.49912076486282697,295,2019/2020,0.5116800434848201,0.05024561914620014
294,2020/2021,3,0.6826740407039487,103,2024/2025,0.6821787913667544,0.0022851976474932423
294,2023/2024,3,0.4536723463413442,208,2022/2023,0.45732493149204,0.014727068420746614
294,2023/2024,3,0.4536723463413442,339,2020/2021,0.4291991006593875,0.09927588509577448
267,2020/2021,1,0.417229500567496,155,2020/2021,0.42414369151536035,0.028371150624409924
235,2019/2020,1,0.5092441279084307,233,2024/2025,0.5102300653973406,0.003945247444065603
50,2021/2022,1,0.25376851582773474,235,2023/2024,0.25348922468535845,0.0014753792694628398
50,2021/2022,1,0.25376851582773474,185,2021/2022,0.25282897914974667,0.0049674579903296046
201,2022/2023,1,0.45123270023259965,189,2024/2025,0.4521499893186329,0.0037037313986218456
159,2019/2020,1,0.5142462250159735,147,2019/2020,0.511102554190934,0.01258281006229195
159,2019/2020,1,0.5142462250159735,232,2020/2021,0.50148593065108,0.05105658791242484
159,2022/2023,1,0.48025128702745695,336,2024/2025,0.4830625021512829,0.011260044954782014
29,2019/2020,1,0.5025531790768335,355,2021/2022,0.5003603051423839,0.008771584246062284
29,2019/2020,1,0.5025531790768335,48,2024/2025,0.49761397364949433,0.019756982904806975
29,2022/2023,1,0.3085463806792549,39,2023/2024,0.30830974228159885,0.0011094148751541466
29,2022/2023,1,0.3085463806792549,332,2022/2023,0.30786215530197275,0.0032090965601652144
29,2024/2025,1,0.40854632398312724,405,2021/2022,0.3982394815053983,0.04282796350916168
394,2023/2024,3,0.23187644574931798,80,2021/2022,0.23197634751711282,0.0005608156934087116
263,2021/2022,2,0.13836071846962833,379,2020/2021,0.13862940142904845,0.0022518952572334605
263,2023/2024,2,0.14582535954490214,9,2021/2022,0.14522852475983153,0.004799686505079226
53,2021/2022,2,0.23799886291148176,319,2024/2025,0.2378735476023992,0.0006911181164945823
401,2023/2024,1,0.42444831846320286,387,2021/2022,0.43713551983788673,0.05174314753575843
54,2024/2025,2,0.2372561073518255,84,2021/2022,0.23717701459559054,0.0004371097082382924
54,2024/2025,2,0.2372561073518255,87,2024/2025,0.23664822780809128,0.003362058508465493
250,2020/2021,1,0.1570336525557963,141,2019/2020,0.15704394217555798,7.77293040099547e-05
250,2020/2021,1,0.1570336525557963,152,2022/2023,0.1570193768754979,0.00010784745662850703
120,2020/2021,2,0.09482867139525467,313,2023/2024,0.09477257945239988,0.000653649670563361
31,2021/2022,1,0.2931082696323473,40,2023/2024,0.293933590943762,0.003980016760535499
31,2022/2023,1,0.30176366047843095,428,2023/2024,0.30163337742554297,0.0006184032883346235
465,2023/2024,3,0.5332464261026589,359,2022/2023,0.5239789422142236,0.037192811205117304
246,2019/2020,1,0.11209056206415931,38,2021/2022,0.1122621740970394,0.0017231367130512432
246,2019/2020,1,0.11209056206415931,282,2020/2021,0.11182802447685344,0.00264057583574262
398,2022/2023,1,0.3839410747623289,232,2023/2024,0.38423728270434326,0.001252122468872241
141,2024/2025,1,0.13129290116631337,132,2019/2020,0.13140935999938683,0.001020691233843074
468,2024/2025,3,0.06656290397097361,202,2021/2022,0.06767675114708126,0.017789273612392797
60,2022/2023,2,0.5888360488599271,8,2021/2022,0.5650064498659404,0.09764980378435828
60,2023/2024,2,0.46671386376745894,341,2020/2021,0.4652233370771413,0.005989859566241873
111,2021/2022,2,0.5498876177772428,57,2019/2020,0.5498947782652086,2.8929994083271016e-05
78,2022/2023,3,0.31751874053651635,358,2022/2023,0.31600898845322667,0.00697589274699828
78,2022/2023,3,0.31751874053651635,103,2021/2022,0.31479130972787966,0.01261531260214288
78,2023/2024,3,0.517783974262152,441,2024/2025,0.5164689819433622,0.005266150909800926
63,2020/2021,2,0.16616367498780504,262,2024/2025,0.1667658361025842,0.00433977126224816
61,2019/2020,2,0.41677535308623337,316,2022/2023,0.41328169113992824,0.014390314318107389
266,2023/2024,1,0.14271815973803567,50,2024/2025,0.1429334375654253,0.0017584240698249598
266,2023/2024,1,0.14271815973803567,353,2022/2023,0.14208908558386843,0.0051510821403679685
337,2020/2021,2,0.1706519956060734,120,2023/2024,0.17022635763663524,0.0030103908823857495
337,2020/2021,2,0.1706519956060734,315,2024/2025,0.17114473274760922,0.003477521899060143
166,2021/2022,3,0.15590117474524734,343,2022/2023,0.15794064473873579,0.015416059282603145
163,2022/2023,1,0.28069054972665425,239,2019/2020,0.2807296169197965,0.00019348630218207763
163,2023/2024,1,0.5180050622338126,362,2020/2021,0.5314926492559616,0.054086172501442764
25,2019/2020,1,0.2558195740506035,368,2024/2025,0.25579717191019924,0.00011767656425054618
25,2020/2021,1,0.4344503044536111,218,2024/2025,0.4396439347206855,0.02110935406454062
25,2020/2021,1,0.4344503044536111,198,2023/2024,0.43993500105567196,0.022290751152999694
306,2023/2024,2,0.334348613794248,15,2022/2023,0.3339503886963989,0.001789827264283561
377,2022/2023,1,0.4255743864087633,273,2024/2025,0.4407253616970509,0.06171211817830741
377,2022/2023,1,0.4255743864087633,194,2019/2020,0.4416034758238911,0.06527389378455081
247,2019/2020,1,0.11991207115580146,196,2022/2023,0.11994512425906205,0.0003131638172755302
247,2019/2020,1,0.11991207115580146,146,2024/2025,0.12013254692026104,0.002087504041726751
247,2024/2025,1,0.09215108550066883,268,2023/2024,0.09173946659444585,0.004930086401030209
258,2023/2024,2,0.3934293656375726,123,2021/2022,0.3940830077227271,0.0027382013064889965
258,2024/2025,2,0.4339036882754662,113,2024/2025,0.42161213499275724,0.0502172775790094
194,2022/2023,1,0.4195157533431671,152,2021/2022,0.44161587648545286,0.09015491285219415
191,2024/2025,1,0.38599249602351365,214,2020/2021,0.38509883662983746,0.0037723044511596693
192,2024/2025,1,0.41552027914801337,334,2021/2022,0.39693281110255196,0.07707092430417362
192,2024/2025,1,0.41552027914801337,127,2019/2020,0.3962295591731462,0.08000965687502004
26,2020/2021,1,0.271318511659623,46,2019/2020,0.27117234135263046,0.0007394612991112881
26,2023/2024,1,0.38518338833381166,366,2022/2023,0.3849147400216546,0.001134560320240341
92,2021/2022,2,0.46014258507595474,2,2020/2021,0.4633500911507361,0.012905610912011672
92,2021/2022,2,0.46014258507595474,478,2023/2024,0.4636311240721241,0.014035768335838139
48,2022/2023,1,0.4870876681725019,157,2024/2025,0.48600755043050375,0.00432360236435958
64,2021/2022,2,0.4693819002752846,55,2020/2021,0.4752533618084464,0.023558332438410406
225,2021/2022,1,0.18493005002488005,186,2020/2021,0.18490064785677346,0.00019507592757905812
277,2021/2022,1,0.3914686497774338,193,2020/2021,0.3912848021438667,0.00077181728096265
277,2021/2022,1,0.3914686497774338,471,2023/2024,0.39354868649598873,0.008723332926213911
417,2021/2022,1,0.33474133577875487,147,2022/2023,0.3376315006462963,0.01295085155417497
359,2021/2022,3,0.2356200597357654,101,2020/2021,0.2340575635910906,0.008695557046461078
385,2024/2025,1,0.06669801617755705,239,2021/2022,0.06663901622841671,0.0009481890994140763
134,2019/2020,1,0.46182047279746363,506,2024/2025,0.46089731793318583,0.0037148073697053086
134,2019/2020,1,0.46182047279746363,28,2023/2024,0.462815357738873,0.004002273055426053
341,2024/2025,2,0.4822011499623878,381,2023/2024,0.4826963337651173,0.0019831790186769227
335,2022/2023,1,0.3636916367185628,136,2023/2024,0.36258528243451255,0.004783846162426775
46,2021/2022,1,0.12612607098291123,141,2021/2022,0.12629476373471357,0.0015296582512562829
46,2021/2022,1,0.12612607098291123,149,2020/2021,0.12657124848485188,0.004032968360462297
392,2023/2024,2,0.13372086347245304,310,2019/2020,0.13305213951850847,0.0057850929326674905
156,2023/2024,1,0.36198317741669905,281,2021/2022,0.3613148129317216,0.002895120526676176
156,2023/2024,1,0.36198317741669905,418,2021/2022,0.36684582036142904,0.020994600711601752
135,2019/2020,1,0.20314705057588725,353,2024/2025,0.20195603844943485,0.007373590535739938
251,2020/2021,1,0.383782931709526,355,2022/2023,0.3775107077693601,0.026605319399637506
251,2023/2024,1,0.09203447456037916,361,2023/2024,0.09136538541008861,0.008033177953448156
251,2024/2025,1,0.13864714029032532,34,2022/2023,0.13861530061239716,0.00026663582123021
251,2024/2025,1,0.13864714029032532,25,2022/2023,0.13893692037721855,0.002424354393752104
249,2019/2020,1,0.17979070787462018,239,2024/2025,0.18012431845490692,0.002260651315314055
296,2019/2020,3,0.4154803478243736,80,2023/2024,0.4082130811886948,0.030002252715798983
296,2021/2022,3,0.31306478728566833,70,2019/2020,0.31459347689370404,0.007098955065849677
296,2024/2025,3,0.3730937736633634,339,2022/2023,0.38896729608782815,0.06731196353118346
227,2024/2025,1,0.3349352351201736,244,2019/2020,0.3316382286716257,0.014837657085068567
432,2024/2025,3,0.37976733058401085,286,2022/2023,0.3912312726116164,0.04839634118290026
128,2020/2021,1,0.4368559032600625,406,2023/2024,0.44172813857287363,0.019780711104967014
128,2021/2022,1,0.38508181670501496,33,2022/2023,0.375570622986912,0.04035830415058511
110,2021/2022,3,0.19822593637381528,452,2024/2025,0.19955088956694683,0.008315710217933647
58,2019/2020,2,0.0813558833349116,118,2023/2024,0.08152463746384943,0.002255838427048573
58,2019/2020,2,0.0813558833349116,118,2021/2022,0.08107743219933389,0.003731566265988029
58,2024/2025,2,0.2749181701934279,90,2020/2021,0.2729031639262571,0.010131620112059037
314,2019/2020,2,0.2205254627654801,383,2023/2024,0.22068066538105868,0.0009026695982929933
314,2019/2020,2,0.2205254627654801,423,2022/2023,0.22001323975224438,0.002982363424422596
108,2019/2020,3,0.18686369906324268,102,2019/2020,0.18708856649753314,0.0014792348827237234
108,2021/2022,3,0.1540968228722574,378,2021/2022,0.158626385802222,0.03433963148603958
108,2022/2023,3,0.3695525594362932,432,2023/2024,0.34955471134394384,0.08686028119863198
