treated_club,treated_season,control_club,control_season,tier,hire_type,firing_mw,t_pre,t_post,c_pre,c_post,t_diff,c_diff,did
182,2024/2025,236,2024/2025,1,Permanent,19.0,0.23874999999999993,0.4875,1.18125,1.9191666666666665,0.24875000000000005,0.7379166666666666,-0.4891666666666665
188,2023/2024,145,2024/2025,1,Permanent,22.0,0.6325000000000001,0.4791666666666667,0.5537500000000001,0.4124999999999999,-0.15333333333333338,-0.14125000000000015,-0.012083333333333224
188,2023/2024,50,2019/2020,1,Permanent,22.0,0.6325000000000001,0.4791666666666667,0.875,1.0833333333333333,-0.15333333333333338,0.20833333333333326,-0.36166666666666664
332,2023/2024,159,2021/2022,1,Interim,13.0,0.07071428571428565,-0.7433333333333335,0.125,-0.5,-0.8140476190476191,-0.625,-0.18904761904761913
332,2024/2025,197,2021/2022,1,,16.0,-0.22090909090909092,-0.7566666666666665,-0.625,-0.5,-0.5357575757575755,0.125,-0.6607575757575755
293,2019/2020,464,2024/2025,3,Permanent,10.0,0.6875,1.0833333333333333,0.11125000000000002,-0.8108333333333334,0.39583333333333326,-0.9220833333333334,1.3179166666666666
286,2020/2021,287,2020/2021,3,Permanent,12.0,-0.5,-0.3333333333333333,-0.16666666666666666,-1.3333333333333333,0.16666666666666669,-1.1666666666666665,1.3333333333333333
127,2020/2021,388,2023/2024,1,Permanent,24.0,-0.375,-0.3,-1.44625,-0.2840000000000001,0.07500000000000001,1.16225,-1.08725
127,2021/2022,278,2023/2024,1,Permanent,12.0,-1.25,-0.5,-0.75875,-0.3125,0.75,0.44625000000000004,0.30374999999999996
204,2022/2023,403,2021/2022,3,Permanent,19.0,0.25,0.3333333333333333,0.25,1.0,0.08333333333333331,0.75,-0.6666666666666667
289,2021/2022,206,2024/2025,3,Permanent,10.0,0.625,0.5,1.0,-0.75,-0.125,-1.75,1.625
289,2024/2025,295,2019/2020,3,Permanent,9.0,0.14285714285714285,0.75,-0.6,-1.0,0.6071428571428572,-0.4,1.0071428571428571
294,2020/2021,103,2024/2025,3,Permanent,8.0,-0.9285714285714286,-0.8333333333333334,-0.27714285714285714,-0.3641666666666667,0.09523809523809523,-0.08702380952380956,0.1822619047619048
294,2023/2024,208,2022/2023,3,,7.0,-0.4166666666666667,-0.4166666666666667,-1.0,-0.5833333333333334,0.0,0.41666666666666663,-0.41666666666666663
294,2023/2024,339,2020/2021,3,,7.0,-0.4166666666666667,-0.4166666666666667,-2.0,-0.5,0.0,1.5,-1.5
267,2020/2021,155,2020/2021,1,Permanent,16.0,-1.25,-0.8333333333333334,0.125,-0.16666666666666666,0.41666666666666663,-0.29166666666666663,0.7083333333333333
235,2019/2020,233,2024/2025,1,Permanent,20.0,-0.75,-0.08333333333333333,-0.37374999999999997,-0.04083333333333334,0.6666666666666666,0.33291666666666664,0.33375
50,2021/2022,235,2023/2024,1,Permanent,14.0,1.125,1.6666666666666667,-0.4025,-0.9466666666666668,0.5416666666666667,-0.5441666666666667,1.0858333333333334
50,2021/2022,185,2021/2022,1,Permanent,14.0,1.125,1.6666666666666667,-0.5,-0.9166666666666666,0.5416666666666667,-0.41666666666666663,0.9583333333333334
201,2022/2023,189,2024/2025,1,Permanent,23.0,-0.275,0.6341666666666667,-0.42500000000000004,-1.0663636363636364,0.9091666666666667,-0.6413636363636364,1.550530303030303
159,2019/2020,147,2019/2020,1,Permanent,18.0,-1.125,-0.08333333333333333,-0.625,0.5,1.0416666666666667,1.125,-0.08333333333333326
159,2019/2020,232,2020/2021,1,Permanent,18.0,-1.125,-0.08333333333333333,-0.625,-0.75,1.0416666666666667,-0.125,1.1666666666666667
159,2022/2023,336,2024/2025,1,Permanent,27.0,-0.22750000000000004,-0.7272727272727276,-0.7175,-0.5685714285714286,-0.4997727272727276,0.1489285714285714,-0.648701298701299
29,2019/2020,355,2021/2022,1,Permanent,10.0,-0.5,0.4166666666666667,-0.75,-0.75,0.9166666666666667,0.0,0.9166666666666667
29,2019/2020,48,2024/2025,1,Permanent,10.0,-0.5,0.4166666666666667,-1.19625,-0.1650000000000001,0.9166666666666667,1.03125,-0.11458333333333326
29,2022/2023,39,2023/2024,1,Permanent,17.0,0.5714285714285714,0.3333333333333333,-0.45249999999999996,-0.1483333333333334,-0.23809523809523808,0.3041666666666666,-0.5422619047619046
29,2022/2023,332,2022/2023,1,Permanent,17.0,0.5714285714285714,0.3333333333333333,-0.5,-0.08333333333333333,-0.23809523809523808,0.4166666666666667,-0.6547619047619048
29,2024/2025,405,2021/2022,1,Permanent,10.0,-0.303125,0.4924999999999999,-0.625,-0.5,0.7956249999999998,0.125,0.6706249999999998
394,2023/2024,80,2021/2022,3,Permanent,16.0,0.07374999999999993,-0.25416666666666665,-0.875,-0.08333333333333333,-0.3279166666666666,0.7916666666666666,-1.1195833333333332
263,2021/2022,379,2020/2021,2,Permanent,13.0,1.2222222222222223,1.3333333333333333,0.125,0.0,0.11111111111111094,-0.125,0.23611111111111094
263,2023/2024,9,2021/2022,2,Permanent,8.0,0.9166666666666666,2.1666666666666665,-0.14285714285714285,-0.5,1.25,-0.35714285714285715,1.6071428571428572
53,2021/2022,319,2024/2025,2,Permanent,16.0,-0.45454545454545453,0.8333333333333334,-0.14749999999999996,0.32249999999999995,1.2878787878787878,0.4699999999999999,0.8178787878787879
401,2023/2024,387,2021/2022,1,Permanent,24.0,0.375,-0.018333333333333424,-0.875,-1.4,-0.3933333333333334,-0.5249999999999999,0.1316666666666665
54,2024/2025,84,2021/2022,2,,10.0,0.625,0.08333333333333333,0.125,0.4166666666666667,-0.5416666666666666,0.2916666666666667,-0.8333333333333333
54,2024/2025,87,2024/2025,2,,10.0,0.625,0.08333333333333333,0.530625,0.57,-0.5416666666666666,0.03937499999999994,-0.5810416666666666
250,2020/2021,141,2019/2020,1,Permanent,15.0,-0.75,-0.16666666666666666,0.75,-0.5454545454545454,0.5833333333333334,-1.2954545454545454,1.878787878787879
250,2020/2021,152,2022/2023,1,Permanent,15.0,-0.75,-0.16666666666666666,0.0,-0.5900000000000001,0.5833333333333334,-0.5900000000000001,1.1733333333333333
120,2020/2021,313,2023/2024,2,Permanent,16.0,1.125,0.0,0.03000000000000011,0.06333333333333331,-1.125,0.0333333333333332,-1.1583333333333332
31,2021/2022,40,2023/2024,1,Interim,6.0,0.0,0.3333333333333333,0.005999999999999872,-0.4491666666666667,0.3333333333333333,-0.4551666666666666,0.7885
31,2022/2023,428,2023/2024,1,Permanent,17.0,-0.875,0.3333333333333333,-0.49399999999999994,0.016666666666666653,1.2083333333333333,0.5106666666666666,0.6976666666666667
465,2023/2024,359,2022/2023,3,Interim,19.0,-1.175,0.2725,-0.875,-0.09090909090909091,1.4475,0.7840909090909091,0.663409090909091
246,2019/2020,38,2021/2022,1,Permanent,23.0,1.625,0.7272727272727273,1.0,0.5454545454545454,-0.8977272727272727,-0.4545454545454546,-0.4431818181818181
246,2019/2020,282,2020/2021,1,Permanent,23.0,1.625,0.7272727272727273,1.625,1.3333333333333333,-0.8977272727272727,-0.29166666666666674,-0.606060606060606
398,2022/2023,232,2023/2024,1,Permanent,14.0,-1.0,-1.3333333333333333,1.1475,-1.034166666666667,-0.33333333333333326,-2.1816666666666666,1.8483333333333334
141,2024/2025,132,2019/2020,1,Permanent,23.0,0.3175,-0.034545454545454574,1.0,0.6666666666666666,-0.35204545454545455,-0.33333333333333337,-0.01871212121212118
468,2024/2025,202,2021/2022,3,,9.0,0.07937499999999999,-0.4041666666666666,0.625,0.8333333333333334,-0.4835416666666666,0.20833333333333337,-0.691875
60,2023/2024,341,2020/2021,2,Permanent,10.0,0.0,-0.8333333333333334,0.375,-0.8333333333333334,-0.8333333333333334,-1.2083333333333335,0.3750000000000001
111,2021/2022,57,2019/2020,2,Permanent,13.0,-0.375,-0.3333333333333333,-1.0,-1.4444444444444444,0.041666666666666685,-0.4444444444444444,0.4861111111111111
78,2022/2023,358,2022/2023,3,Interim,16.0,-1.25,-0.6666666666666666,-0.5,-1.0,0.5833333333333334,-0.5,1.0833333333333335
78,2022/2023,103,2021/2022,3,Interim,16.0,-1.25,-0.6666666666666666,0.0,-0.8333333333333334,0.5833333333333334,-0.8333333333333334,1.4166666666666667
78,2023/2024,441,2024/2025,3,Permanent,19.0,-1.47875,-0.5781818181818181,-0.22250000000000003,-1.7636363636363634,0.9005681818181819,-1.5411363636363635,2.441704545454545
63,2020/2021,262,2024/2025,2,Permanent,10.0,0.6875,0.25,-0.4166666666666667,-0.3333333333333333,-0.4375,0.08333333333333337,-0.5208333333333334
266,2023/2024,50,2024/2025,1,Permanent,25.0,0.30625,0.46416666666666667,-0.39749999999999996,-0.49888888888888894,0.15791666666666665,-0.10138888888888897,0.2593055555555556
266,2023/2024,353,2022/2023,1,Permanent,25.0,0.30625,0.46416666666666667,0.5,-1.1111111111111112,0.15791666666666665,-1.6111111111111112,1.7690277777777779
166,2021/2022,343,2022/2023,3,Permanent,11.0,0.7333333333333333,0.5,-0.875,0.08333333333333333,-0.23333333333333328,0.9583333333333334,-1.1916666666666667
163,2022/2023,239,2019/2020,1,Permanent,26.0,0.5,0.18999999999999992,-0.625,0.375,-0.31000000000000005,1.0,-1.31
163,2023/2024,362,2020/2021,1,Permanent,17.0,-0.27625,-0.32083333333333325,-1.375,-0.3333333333333333,-0.04458333333333325,1.0416666666666667,-1.08625
25,2019/2020,368,2024/2025,1,Permanent,21.0,-0.625,-0.125,-0.11374999999999999,-0.35166666666666657,0.5,-0.23791666666666658,0.7379166666666666
25,2020/2021,218,2024/2025,1,Permanent,15.0,-0.625,0.4166666666666667,-0.03750000000000003,0.22666666666666666,1.0416666666666667,0.26416666666666666,0.7775000000000001
25,2020/2021,198,2023/2024,1,Permanent,15.0,-0.625,0.4166666666666667,0.02624999999999994,-0.5641666666666666,1.0416666666666667,-0.5904166666666666,1.6320833333333333
306,2023/2024,15,2022/2023,2,Permanent,18.0,-0.5362499999999999,-0.31916666666666677,-0.125,1.0833333333333333,0.21708333333333313,1.2083333333333333,-0.9912500000000002
377,2022/2023,273,2024/2025,1,Permanent,23.0,-0.19250000000000006,-0.21583333333333335,-0.5687500000000001,-0.2875,-0.02333333333333329,0.2812500000000001,-0.30458333333333343
377,2022/2023,194,2019/2020,1,Permanent,23.0,-0.19250000000000006,-0.21583333333333335,0.0,-0.2,-0.02333333333333329,-0.2,0.17666666666666672
247,2019/2020,196,2022/2023,1,Permanent,23.0,0.25,0.5454545454545454,0.99625,0.7966666666666667,0.2954545454545454,-0.19958333333333322,0.49503787878787864
247,2019/2020,146,2024/2025,1,Permanent,23.0,0.25,0.5454545454545454,1.5612500000000002,1.5441666666666665,0.2954545454545454,-0.017083333333333783,0.3125378787878792
247,2024/2025,268,2023/2024,1,Permanent,15.0,1.6187499999999997,1.095,0.02625000000000005,0.5641666666666666,-0.5237499999999997,0.5379166666666666,-1.0616666666666663
258,2023/2024,123,2021/2022,2,Interim,11.0,-0.7272727272727273,-0.3333333333333333,-0.5,-0.16666666666666666,0.393939393939394,0.33333333333333337,0.06060606060606061
258,2024/2025,113,2024/2025,2,Permanent,6.0,-0.8,-0.3333333333333333,-0.6960000000000001,-0.43500000000000005,0.46666666666666673,0.261,0.20566666666666672
194,2022/2023,152,2021/2022,1,,17.0,-0.5,-0.6258333333333334,-0.5,-0.25,-0.12583333333333335,0.25,-0.37583333333333335
191,2024/2025,214,2020/2021,1,,20.0,-0.54625,-1.0008333333333332,0.75,-0.08333333333333333,-0.45458333333333323,-0.8333333333333334,0.37875000000000014
192,2024/2025,334,2021/2022,1,,19.0,0.26375000000000004,0.44916666666666655,0.25,-1.4166666666666667,0.1854166666666665,-1.6666666666666667,1.8520833333333333
192,2024/2025,127,2019/2020,1,,19.0,0.26375000000000004,0.44916666666666655,-1.375,-0.14285714285714285,0.1854166666666665,1.2321428571428572,-1.0467261904761906
26,2020/2021,46,2019/2020,1,Permanent,19.0,-0.25,0.16666666666666666,-0.625,0.75,0.41666666666666663,1.375,-0.9583333333333334
26,2023/2024,366,2022/2023,1,Permanent,20.0,-1.07625,0.21799999999999997,-0.5,-0.6949999999999998,1.29425,-0.19499999999999984,1.4892499999999997
92,2021/2022,2,2020/2021,2,Permanent,17.0,-1.7,-0.4,-0.25,-0.9166666666666666,1.2999999999999998,-0.6666666666666666,1.9666666666666663
92,2021/2022,478,2023/2024,2,Permanent,17.0,-1.7,-0.4,0.29124999999999995,0.10583333333333335,1.2999999999999998,-0.18541666666666662,1.4854166666666664
48,2022/2023,157,2024/2025,1,Permanent,19.0,-0.9375,-0.2449999999999999,-0.23250000000000004,0.11416666666666665,0.6925000000000001,0.3466666666666667,0.34583333333333344
225,2021/2022,186,2020/2021,1,Permanent,10.0,-0.625,1.25,0.0,0.3333333333333333,1.875,0.3333333333333333,1.5416666666666667
277,2021/2022,193,2020/2021,1,Permanent,22.0,-0.25,-0.4166666666666667,-0.875,0.08333333333333333,-0.16666666666666669,0.9583333333333334,-1.125
277,2021/2022,471,2023/2024,1,Permanent,22.0,-0.25,-0.4166666666666667,-0.95625,-1.2716666666666667,-0.16666666666666669,-0.3154166666666667,0.14875
417,2021/2022,147,2022/2023,1,Permanent,25.0,-1.5,-0.5833333333333334,0.08124999999999996,-0.4775,0.9166666666666666,-0.55875,1.4754166666666666
359,2021/2022,101,2020/2021,3,Permanent,9.0,0.5,-0.16666666666666666,-1.125,0.9166666666666666,-0.6666666666666666,2.0416666666666665,-2.708333333333333
385,2024/2025,239,2021/2022,1,,10.0,0.8537499999999999,0.5908333333333334,-0.5,0.75,-0.26291666666666647,1.25,-1.5129166666666665
134,2019/2020,506,2024/2025,1,Permanent,17.0,-2.0,-0.3333333333333333,-0.0012499999999999734,0.15166666666666664,1.6666666666666667,0.15291666666666662,1.5137500000000002
134,2019/2020,28,2023/2024,1,Permanent,17.0,-2.0,-0.3333333333333333,-1.5349999999999997,-0.4808333333333334,1.6666666666666667,1.0541666666666663,0.6125000000000005
341,2024/2025,381,2023/2024,2,Permanent,17.0,-0.687,-0.044,0.22749999999999998,-0.7875,0.643,-1.015,1.658
335,2022/2023,136,2023/2024,1,Permanent,15.0,-0.75,-0.028333333333333325,-0.6737500000000001,-0.5541666666666666,0.7216666666666667,0.11958333333333349,0.6020833333333332
46,2021/2022,141,2021/2022,1,Permanent,9.0,-0.125,-0.75,-0.125,-0.5833333333333334,-0.625,-0.45833333333333337,-0.16666666666666663
46,2021/2022,149,2020/2021,1,Permanent,9.0,-0.125,-0.75,0.25,-0.8333333333333334,-0.625,-1.0833333333333335,0.4583333333333335
392,2023/2024,310,2019/2020,2,Permanent,17.0,-0.26099999999999995,-0.09600000000000002,0.0,-0.08333333333333333,0.16499999999999992,-0.08333333333333333,0.24833333333333324
156,2023/2024,281,2021/2022,1,Permanent,13.0,-0.29000000000000004,0.1633333333333333,-0.375,-0.25,0.45333333333333337,0.125,0.32833333333333337
156,2023/2024,418,2021/2022,1,Permanent,13.0,-0.29000000000000004,0.1633333333333333,-0.375,-1.25,0.45333333333333337,-0.875,1.3283333333333334
135,2019/2020,353,2024/2025,1,Permanent,18.0,0.0,0.25,0.9424999999999999,-0.4099999999999999,0.25,-1.3524999999999998,1.6024999999999998
251,2020/2021,355,2022/2023,1,Interim,25.0,-1.0,-0.5555555555555556,-0.13625,-0.21000000000000005,0.4444444444444444,-0.07375000000000004,0.5181944444444444
251,2023/2024,361,2023/2024,1,Permanent,7.0,-0.13,0.2533333333333333,0.018333333333333274,0.01583333333333342,0.3833333333333333,-0.002499999999999853,0.38583333333333314
251,2024/2025,34,2022/2023,1,Permanent,17.0,0.5037499999999999,0.3333333333333333,2.36375,0.7424999999999998,-0.1704166666666666,-1.6212500000000003,1.4508333333333336
251,2024/2025,25,2022/2023,1,Permanent,17.0,0.5037499999999999,0.3333333333333333,0.0,-0.25,-0.1704166666666666,-0.25,0.0795833333333334
249,2019/2020,239,2024/2025,1,Permanent,11.0,0.125,-0.5,-0.2275,-0.38166666666666677,-0.625,-0.15416666666666676,-0.4708333333333332
296,2019/2020,80,2023/2024,3,Interim,17.0,-0.5,-0.8888888888888888,-0.8912500000000001,-0.054999999999999945,-0.38888888888888884,0.8362500000000002,-1.225138888888889
296,2021/2022,70,2019/2020,3,Permanent,12.0,-0.3333333333333333,-0.25,0.5,0.0,0.08333333333333331,-0.5,0.5833333333333333
296,2024/2025,339,2022/2023,3,Permanent,11.0,-0.0625,-0.9166666666666666,-0.2972727272727273,-0.08333333333333333,-0.8541666666666666,0.21393939393939398,-1.0681060606060606
227,2024/2025,244,2019/2020,1,Permanent,20.0,-0.45374999999999993,-0.36749999999999994,-0.5,0.16666666666666666,0.08625,0.6666666666666666,-0.5804166666666666
128,2020/2021,406,2023/2024,1,Permanent,19.0,-1.125,-0.8333333333333334,-0.6099999999999999,-0.8558333333333333,0.29166666666666663,-0.24583333333333346,0.5375000000000001
128,2021/2022,33,2022/2023,1,Permanent,25.0,-1.0,-0.3333333333333333,-2.125,-1.2222222222222223,0.6666666666666667,0.9027777777777777,-0.23611111111111094
58,2019/2020,118,2023/2024,2,Permanent,18.0,0.7777777777777778,1.25,1.36375,0.4841666666666667,0.4722222222222222,-0.8795833333333334,1.3518055555555555
58,2019/2020,118,2021/2022,2,Permanent,18.0,0.7777777777777778,1.25,1.0,0.5833333333333334,0.4722222222222222,-0.41666666666666663,0.8888888888888888
58,2024/2025,90,2020/2021,2,,10.0,0.625,0.6666666666666666,-0.375,0.5833333333333334,0.04166666666666663,0.9583333333333334,-0.9166666666666667
314,2019/2020,383,2023/2024,2,Permanent,24.0,-1.375,-0.6,-0.2974999999999999,-0.4166666666666667,0.775,-0.11916666666666681,0.8941666666666668
314,2019/2020,423,2022/2023,2,Permanent,24.0,-1.375,-0.6,-1.5,-0.18181818181818182,0.775,1.3181818181818181,-0.5431818181818181
108,2019/2020,102,2019/2020,3,Permanent,8.0,0.0,0.25,-0.35714285714285715,-0.16666666666666666,0.25,0.1904761904761905,0.05952380952380951
108,2021/2022,378,2021/2022,3,Interim,19.0,-1.125,-0.4166666666666667,-0.5,0.2857142857142857,0.7083333333333333,0.7857142857142857,-0.07738095238095244
108,2022/2023,432,2023/2024,3,Permanent,17.0,-1.125,-0.16666666666666666,-0.16375,0.15083333333333335,0.9583333333333334,0.3145833333333333,0.64375
